Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,long_name,expected_units,scale,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,definition,convention,scale_factor,GF3_name,Alternative units,SDN:P01::Alternative Name
GF3,PRHB,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRHB,,
GF3,PRK$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,metre per decibar,mètre par decibar,,,,,,,,,,,,,,metre per decibar,,,,,,,,,,,,,,,,,PRK$,,
GF3,PRO#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO#,,
GF3,PRO1,MEDS,A,General purpose,Tout usage,text,texte,,name_of_project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO1,,
GF3,PRO2,MEDS,A,Biological Oceanography,Océanographie biologique,text,texte,,project_description2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO2,,
GF3,PROC,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROC,,
GF3,PRP$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,,,,,,,,PRP$,,
GF3,PRP_,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRP_,,
GF3,PRQ$,MEDS,I,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,,,,,,,,PRQ$,,
GF3,PRRT,MEDS,A,Meteorology,Météorologie,millimetre per hour,millimètre par heure,,,,,,,,,,,,,,millimetre per hour,,,,,,,,,,,,,,,,,PRRT,,
GF3,PRSN,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRSN,,
GF3,PRSV,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRSV,,
GF3,PRSX,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,PRSX,,
GF3,PRT$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRT$,,
GF3,PRTN,MEDS,A,Meteorology,Météorologie,millimetre,millimètre,,,,,,,,,,,,,,millimetre,,,,,,,,,,,,,,,,,PRTN,,
GF3,PRV$,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,PRV$,,
GF3,PSAL,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,psu,,,PSLTZZ01,Practical salinity of the water body,sea_water_practical_salinity,,,,1e-3|psu|PSU|practical salinity unit (PSS-78)|none,PSS-78,sea_water_practical_salinity,http://vocab.nerc.ac.uk/collection/P07/current/IADIHDIJ/,http://vocab.nerc.ac.uk/collection/P01/current/PSLTZZ01/,PSLTZZ01,Practical salinity of the water body,SDN:P01::PSLTZZ01,Practical salinity of the water body,,,,,,Practical salinity of the water body,,,PSAL,,
GF3,PSAR,"BIO,IML,MEDS",A,Biological Oceanography,Océanographie biologique,micromole per metre square per second,micromole par mètre carré par seconde,,,,,micromoles,,,,,,,,,ueinsteins/s/m^2|micromole per metre square per second|micromoles/m^2/sec,,,,,,,,,,,,,,,,,PSAR,,
GF3,PSEA,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,practical salinity unit (PSS-78),PSS-78,,,,,,,,,,,,,,,,PSEA,,
GF3,PSP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,decibar,,,,,,,,,,,,,,,,,PSP$,,
GF3,PSQ$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,decibar,,,,,,,,,,,,,,,,,PSQ$,,
GF3,PTCH,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,PTCHGP01,Orientation (pitch) of measurement device by unspecified GPS system,platform_pitch,,,,degree|degrees,,platform_pitch,http://vocab.nerc.ac.uk/collection/P07/current/UOMSLR0H/,http://vocab.nerc.ac.uk/collection/P01/current/PTCHGP01/,PTCHGP01,Orientation (pitch) of measurement device by unspecified GPS system,SDN:P01::PTCHGP01,Orientation (pitch) of measurement device by unspecified GPS system,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,Orientation (pitch) of measurement device by unspecified GPS system,,,PTCH,,
GF3,PTCHSDEV,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTCHSDEV,,
GF3,PTM$,MEDS,A,Time and frequency,Temps et fréquence,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTM$,,
GF3,PTP1,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTP1,,
GF3,PTT$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTT$,,
GF3,PVA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,millibar,millibar,,,,,,,,,,,,,,millibar,,,,,,,,,,,,,,,,,PVA$,,
GF3,PVAR,"BIO,IML,MEDS",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,PVAR,,
GF3,PVS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,volt,,,,,,,,,,,,,,,,,PVS$,,
GF3,PYPB,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,milligram per metre cube,,,,,,,,,,,,,,,,,PYPB,,
GF3,QCF$,MEDS,A,General purpose,Tout usage,text,texte,,encoded_information_on_GTSPP_QC_tests_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QCF$,,
GF3,QCFF,"BIO,IML,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QCFF,,
GF3,QCP$,MEDS,A,General purpose,Tout usage,text,texte,,encoded_information_on_GTSPP_QC_tests_performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QCP$,,
GF3,QFF$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFF$,,
GF3,QFP$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFP$,,
GF3,QIF$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QIF$,,
GF3,QNF#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QNF#,,
GF3,QNP#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QNP#,,
GF3,QPOS,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QPOS,,
GF3,QQQQ,"BIO,IML,MEDS",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,QQQQ,,
GF3,QSOL,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,watt per metre square,,,,,,,,,,,,,,,,,QSOL,,
GF3,QTIM,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QTIM,,
GF3,QUL$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUL$,,
GF3,RADD,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,RADD,,
GF3,RANG,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,metre,mètre,,,,,metres,ULAA,metres,,,,,,,metre,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,ULAA,Metres,SDN:P06::ULAA,Metres,,,,RANG,,
GF3,RCRD,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCRD,,
GF3,RCT$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,4770,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCT$,,
GF3,RD1$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD1$,,
GF3,RD2$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD2$,,
GF3,RD3$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD3$,,
GF3,RD4$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD4$,,
GF3,RD5$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD5$,,
GF3,RD6$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD6$,,
GF3,RD7$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD7$,,
GF3,REC$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REC$,,
GF3,RECD,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECD,,
GF3,REFR,"BIO,IML",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,REFR,,
GF3,RELH,"BIO,IML,MEDS",A,Meteorology,Météorologie,percent,pourcentage,,,,,%,UPCT,percent,CHUMZZ01,Relative humidity of the atmosphere,relative_humidity,,,,percent|%,,relative_humidity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0413/,http://vocab.nerc.ac.uk/collection/P01/current/CHUMZZ01/,CHUMZZ01,Relative humidity of the atmosphere,SDN:P01::CHUMZZ01,Relative humidity of the atmosphere,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,UPCT,Percent,SDN:P06::UPCT,Percent,Relative humidity of the atmosphere,,,RELH,,
GF3,RELP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,decibars,UPDB,decibars,,,,,,,decibar|decibars,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPDB/,UPDB,Decibars,SDN:P06::UPDB,Decibars,,,,RELP,,
GF3,REP$,MEDS,A,General purpose,Tout usage,code table,table de code,,encoded_information_on_replicate_samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REP$,,
GF3,RM1$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RM1$,,
GF3,RM2$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RM2$,,
GF3,RM3$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RM3$,,
GF3,RM4$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RM4$,,
GF3,RM5$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RM5$,,
GF3,RM6$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RM6$,,
GF3,RM7$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RM7$,,
GF3,ROLL,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,ROLLGP01,Orientation (roll angle) of measurement device by unspecified GPS system,platform_roll,,,,degree|degrees,,platform_roll,http://vocab.nerc.ac.uk/collection/P07/current/STKKO0AT/,http://vocab.nerc.ac.uk/collection/P01/current/ROLLGP01/,ROLLGP01,Orientation (roll angle) of measurement device by unspecified GPS system,SDN:P01::ROLLGP01,Orientation (roll angle) of measurement device by unspecified GPS system,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,Orientation (roll angle) of measurement device by unspecified GPS system,,,ROLL,,
GF3,ROLLSDEV,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROLLSDEV,,
GF3,RPOT,"BIO,MEDS",,,,,,,,,,mV,,,RPTWBZZ1,Redox potential in the water body by redox electrode and NO reference electrode correction,,,,,mV,,,,http://vocab.nerc.ac.uk/collection/P01/current/RPTWBZZ1/,RPTWBZZ1,Redox potential in the water body by redox electrode and NO reference electrode correction,SDN:P01::RPTWBZZ1,Redox potential in the water body by redox electrode and NO reference electrode correction,,,,,,Redox potential in the water body by redox electrode and NO reference electrode correction,,,RPOT,,
GF3,RTC$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTC$,,
GF3,RTD$,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,RTD$,,
GF3,RTM$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,RTM$,,
GF3,SALD,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SALD,,
GF3,SAT$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAT$,,
GF3,SBPH,MEDS,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,SBPH,,
GF3,SC1$,MEDS,A,Physical Oceanography,Océanographie physique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC1$,,
GF3,SC2$,MEDS,A,Physical Oceanography,Océanographie physique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC2$,,
GF3,SCDT,MEDS,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),sea_water_velocity_to_direction,,,,,,,,,,,,,degree,,sea_water_velocity_to_direction,http://vocab.nerc.ac.uk/collection/P07/current/5D4D7YMF/,,,,,,,,,,,,,,SCDT,,
GF3,SCR$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,second,seconde,,scan_rate_of_instrument_during_ctd_tow,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,SCR$,,
GF3,SCSP,MEDS,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,sea_water_speed,,,,,,,,,,,,,metre per second,,sea_water_speed,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0334/,,,,,,,,,,,,,,SCSP,,
GF3,SCT$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCT$,,
GF3,SDA$,MEDS,A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,,,,,,,,,,kilogram per metre cube,,,,,,,,,,,,,,,,,SDA$,,
GF3,SDAT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,SDAT,,
GF3,SDEV,"IML,MEDS",A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDEV,,
GF3,SDHU,MEDS,A,Meteorology,Météorologie,gram per kilogram,gramme par kilogramme,,,,,,,,,,,,,,gram per kilogram,,,,,,,,,,,,,,,,,SDHU,,
GF3,SDIF,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,watt per metre square,,,,,,,,,,,,,,,,,SDIF,,
GF3,SDIR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,watt per metre square,,,,,,,,,,,,,,,,,SDIR,,
GF3,SDS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,practical salinity unit (PSS-78),PSS-78,,,,,,,,,,,,,,,,SDS$,,
GF3,SDT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,SDT$,,
GF3,SDWS,MEDS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,SDWS,,
GF3,SEAS,MEDS,A,Wave,Vague,code table,table de code,,sea_state_wmo_table_3700,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEAS,,
GF3,SECC,"BIO,IML,MEDS",,,,,,,,,,m,ULAA,metres,SECCSDNX,Visibility in the water body by Secchi disk,secchi_depth_of_sea_water,,,,m,,secchi_depth_of_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFV13N21/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,SECCSDNX,Visibility in the water body by Secchi disk,SDN:P01::SECCSDNX,Visibility in the water body by Secchi disk,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,ULAA,Metres,SDN:P06::ULAA,Metres,Visibility in the water body by Secchi disk,,,SECC,,
GF3,SECS,MEDS,A,Date and time within day,Date et temps dans une journée,second,seconde,,seconds_within_minute,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,SECS,,
GF3,SED1,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,SED1,,
GF3,SEH1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,SEH1,,
GF3,SEM$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,SEM$,,
GF3,1-Sep,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,44440,,
GF3,SEQ$,MEDS,A,General purpose,Tout usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEQ$,,
GF3,SER1,MEDS,A,General purpose,Tout usage,text,texte,,serial_number_of_instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SER1,,
GF3,SEX_,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEX_,,
GF3,SGT$,MEDS,A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,sea_water_sigma_t,,,,,,,,,,,,,kilogram per metre cube,,sea_water_sigma_t,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0332/,,,,,,,,,,,,,,SGT$,,
GF3,SHA1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA1,,
GF3,SHA2,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA2,,
GF3,SHP#,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHP#,,
GF3,SID$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SID$,,
GF3,SID9,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,SID9,,
GF3,SIDE,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDE,,
GF3,SIGO,"BIO,IML",A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,kg/ m^3,UKMC,kilograms per cubic metre,,,,,,,kg/ m^3|kilogram per metre cube,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,UKMC,Kilograms per cubic metre,SDN:P06::UKMC,Kilograms per cubic metre,,,,SIGO,,
GF3,SIGP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,kg/ m^3,UKMC,kilograms per cubic metre,SIGTEQ01,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,sea_water_sigma_theta,,,,"kg/m^3|kilogram per metre cube|sigma-theta, kg/m^3|sigma-theta, Kg/m^3",,sea_water_sigma_theta,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0333/,http://vocab.nerc.ac.uk/collection/P01/current/SIGTEQ01/,SIGTEQ01,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,SDN:P01::SIGTEQ01,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,UKMC,Kilograms per cubic metre,SDN:P06::UKMC,Kilograms per cubic metre,Sigma-theta of the water body by computation from salinity and potential temperature using UNESCO algorithm,,,SIGP,,
GF3,SIGT,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,kilogram per metre cube,kilogramme par mètre cube,,,,,kg/ m^3,UKMC,kilograms per cubic metre,SIGTEQST,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,sea_water_sigma_t,,,,kg/m^3|kilogram per metre cube,,sea_water_sigma_t,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0332/,http://vocab.nerc.ac.uk/collection/P01/current/SIGTEQST/,SIGTEQST,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,SDN:P01::SIGTEQST,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,UKMC,Kilograms per cubic metre,SDN:P06::UKMC,Kilograms per cubic metre,Sigma-T of the water body by computation from salinity and temperature using UNESCO algorithm,,,SIGT,,
GF3,SIM$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIM$,,
GF3,SIN1,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIN1,,
GF3,SINC,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,watt per metre square,,,,,,,,,,,,,,,,,SINC,,
GF3,SLA$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,SLA$,,
GF3,SLCA,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimole per cubic metre,SLCAZZXX,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],mole_concentration_of_silicate_in_sea_water,,,,mmol/m^3|millimole per metre cube,,mole_concentration_of_silicate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0810/,http://vocab.nerc.ac.uk/collection/P01/current/SLCAZZXX/,SLCAZZXX,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],SDN:P01::SLCAZZXX,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],,,SLCA,,
GF3,SLEV,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,SLEV,,
GF3,SLO$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,degree,,,,,,,,,,,,,,,,,SLO$,,
GF3,SMI$,MEDS,A,Time and frequency,Temps et fréquence,minute(time),minute(durée),,,,,,,,,,,,,,minute(time),,,,,,,,,,,,,,,,,SMI$,,
GF3,SNCN,BIO,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,SNCN,,
GF3,SOLT,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,SOLT,,
GF3,SOTP,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,SOTP,,
GF3,SOU$,MEDS,A,Geophysics,Géophysique,metre,mètre,sea_floor_depth_below_mean_sea_level,,,,,,,,,,,,,metre,,sea_floor_depth_below_mean_sea_level,http://vocab.nerc.ac.uk/collection/P07/current/G00MLQLO/,,,,,,,,,,,,,,SOU$,,
GF3,SOUT,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,watt per metre square,,,,,,,,,,,,,,,,,SOUT,,
GF3,SOXY,MEDS,A,Physical Oceanography,Océanographie physique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,SOXY,,
GF3,SPA$,MEDS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microeinstein par mètre carré par seconde,,photosynthetic_active_radiation,,,,,,,,,,,,microeinstein per metre square per second,,,,,,,,,,,,,,,,,SPA$,,
GF3,SPAR,"BIO,MEDS",,,,,,,,,,ueinsteins/s/m^2,,,,,,,,,ueinsteins/s/m^2,,,,,,,,,,,,,,,,,SPAR,,
GF3,SPARSDEV,"BIO,MEDS",,,,,,,,,,ueinsteins/s/m^2,,,,,,,,,ueinsteins/s/m^2,,,,,,,,,,,,,,,,,SPARSDEV,,
GF3,SPC$,MEDS,A,Wave,Vague,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,SPC$,,
GF3,SPCF,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,,,,,,,,,,,,,hertz,,,,,,,,,,,,,,,,,SPCF,,
GF3,SPDG,MEDS,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,SPDG,,
GF3,SPDI,MEDS,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,SPDI,,
GF3,SPDR,MEDS,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,SPDR,,
